{0: 'ReplicaExchange_SwapSuccessRatio', 1: 'ReplicaExchange_CurrentTemp', 2: 'score', 3: 'ReplicaExchange_MaxTempFrequency', 4: 'ReplicaExchange_MinTempFrequency', 'STAT2HEADER': 'STAT2HEADER', 'STAT2HEADER_IMP_VERSIONS': "{'PMI_VERSION': '2.11.1', 'IMP_VERSION': '2.11.1'}", 'STAT2HEADER_ENVIRON': "{'CPPFLAGS': '-D_FORTIFY_SOURCE=2 -mmacosx-version-min=10.9', 'CONDA_PYTHON_EXE': '/Users/saltzberg/swr/anaconda3/bin/python', 'REDO_PREBINDING': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-redo_prebinding', '_CONDA_PYTHON_SYSCONFIGDATA_NAME': '_sysconfigdata_x86_64_apple_darwin13_4_0', 'SEG_HACK': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-seg_hack', 'CLANG': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-clang', 'LC_TERMINAL_VERSION': '3.3.7beta4', '_CE_CONDA': '', 'TERM_PROGRAM_VERSION': '3.3.7beta4', 'LD': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-ld', 'CXXFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe -stdlib=libc++ -fvisibility-inlines-hidden -std=c++14 -fmessage-length=0', 'COLORTERM': 'truecolor', 'LOGNAME': 'saltzberg', 'USER': 'saltzberg', 'XPC_SERVICE_NAME': '0', 'HOME': '/Users/saltzberg', 'PATH': '/Users/saltzberg/swr/anaconda3/bin:/Users/saltzberg/swr/anaconda3/condabin:/usr/local/sbin:/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/Library/TeX/texbin:/usr/local/MacGPG2/bin:/opt/X11/bin:/Applications/ATSAS/bin', 'CONDA_DEFAULT_ENV': 'base', 'DISPLAY': '/private/tmp/com.apple.launchd.dUjEFv0Ugp/org.macosforge.xquartz:0', 'INSTALL_NAME_TOOL': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-install_name_tool', 'OTOOL': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-otool', 'LC_TERMINAL': 'iTerm2', 'TERM': 'xterm-256color', 'Apple_PubSub_Socket_Render': '/private/tmp/com.apple.launchd.Zp4iEB9E2j/Render', 'COLORFGBG': '7;0', 'NM': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-nm', 'VERSIONER_PYTHON_VERSION': '2.7', 'SHLVL': '1', 'VERSIONER_PYTHON_PREFER_32_BIT': 'no', 'CONDA_PREFIX': '/Users/saltzberg/swr/anaconda3', 'XPC_FLAGS': '0x0', 'ITERM_SESSION_ID': 'w0t1p0:05A05974-D6B9-4470-8A03-B43555B2CE0C', '_': '/usr/bin/python', 'LDFLAGS': '-Wl,-pie -Wl,-headerpad_max_install_names -Wl,-dead_strip_dylibs', 'STRIP': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-strip', 'CONDA_BACKUP_HOST': 'x86_64-apple-darwin13.4.0', 'TERM_PROGRAM': 'iTerm.app', 'LDFLAGS_LD': '-pie -headerpad_max_install_names -dead_strip_dylibs', 'DEBUG_CXXFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe -stdlib=libc++ -fvisibility-inlines-hidden -std=c++14 -fmessage-length=0 -Og -g -Wall -Wextra', 'LANG': 'en_US.UTF-8', 'TERM_SESSION_ID': 'w0t1p0:05A05974-D6B9-4470-8A03-B43555B2CE0C', 'CODESIGN_ALLOCATE': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-codesign_allocate', 'DEBUG_CFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe -Og -g -Wall -Wextra', 'CHECKSYMS': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-checksyms', 'CC': 'x86_64-apple-darwin13.4.0-clang', 'SSH_AUTH_SOCK': '/private/tmp/com.apple.launchd.MeWd4ESXdE/Listeners', 'NMEDIT': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-nmedit', 'LIPO': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-lipo', 'CONDA_PROMPT_MODIFIER': '(base) ', 'HOST': 'x86_64-apple-darwin13.4.0', 'SHELL': '/bin/bash', 'CLANGXX': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-clang++', '_CE_M': '', 'ITERM_PROFILE': 'Default', 'CONDA_SHLVL': '1', 'RANLIB': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-ranlib', 'STRINGS': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-strings', 'TMPDIR': '/var/folders/bh/nj3733v51bs4hbwhf0jd_lrr0000gn/T/', 'SIZE': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-size', 'PAGESTUFF': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-pagestuff', 'SEG_ADDR_TABLE': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-seg_addr_table', 'INDR': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-indr', 'CXX': 'x86_64-apple-darwin13.4.0-clang++', 'CONDA_BUILD_SYSROOT': '/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX10.13.sdk', 'OLDPWD': '/Users/saltzberg/salilab/repositories/actin_tutorial', 'AS': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-as', '__CF_USER_TEXT_ENCODING': '0x1F5:0x0:0x0', 'PWD': '/Users/saltzberg/salilab/repositories/actin_tutorial/modeling', 'AR': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-ar', 'LIBTOOL': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-libtool', 'CFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe', 'SEGEDIT': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-segedit', 'CONDA_EXE': '/Users/saltzberg/swr/anaconda3/bin/conda'}"} 
{0: '0', 1: '1.0', 2: 431.2957416386273, 3: '0', 4: '0'} 
{0: '0.0', 1: '1.0', 2: 433.76572104429374, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 436.9294400484223, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 427.64598694568105, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.87086645386285, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 425.2092969399094, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 427.60930168456963, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 432.37624780897994, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 430.16864807979834, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 433.594797061686, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 442.15720340328664, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 432.21491977266516, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 435.2706236310752, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.8648254999006, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 427.43929503637344, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 433.5720995523329, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 444.1775300439864, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 433.74220060537664, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.94675831771633, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.20526750922363, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 431.3767618307836, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 433.82230844236324, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 429.3787289333622, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 439.06922095307465, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 445.1207399867616, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 432.71472909509856, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 431.06125945472553, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 432.0275418407766, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 431.1934473663671, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 421.85058073728635, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.5440846185267, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.37844593063664, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 425.16944235513205, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.01759953740446, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 437.38982138717796, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 427.66626258394143, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 424.41895579956565, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 430.014857252196, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 433.7020101448487, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 431.2951982056186, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 430.9974148350426, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 431.41110906084106, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 436.37386786648244, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 431.5155107889623, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 434.05509698299954, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.03678516080123, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 436.8119220550242, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 430.3743549113409, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.72468486779877, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 431.0168925506736, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 427.0265386215755, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 425.80312894442744, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.74899441556886, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 425.3200856835801, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 425.1228808207548, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 425.4391510426675, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.0691088746493, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 429.98427715069, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.9040516061083, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 434.35957544348986, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 436.17621258306536, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 431.02291969733534, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 427.93782021233363, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 430.9960286302098, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 430.2034094576319, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 432.18751556209577, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 419.4512758217532, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 420.5223591866759, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 421.36601371806387, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 427.79228071853163, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.6771437711526, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.4701892488703, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 431.2892631723986, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 435.5940831759924, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 434.6645112193578, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 433.818775777287, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.467027533718, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 424.8849526177517, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 423.8521425155751, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.3850753445375, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 423.15833181528075, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 419.53726878941904, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 425.4473446732327, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 421.2342382426954, 3: '0.0', 4: '1.0'} 
