{0: 'ReplicaExchange_SwapSuccessRatio', 1: 'ReplicaExchange_CurrentTemp', 2: 'score', 3: 'ReplicaExchange_MaxTempFrequency', 4: 'ReplicaExchange_MinTempFrequency', 'STAT2HEADER': 'STAT2HEADER', 'STAT2HEADER_IMP_VERSIONS': "{'PMI_VERSION': '2.11.1', 'IMP_VERSION': '2.11.1'}", 'STAT2HEADER_ENVIRON': "{'CPPFLAGS': '-D_FORTIFY_SOURCE=2 -mmacosx-version-min=10.9', 'CONDA_PYTHON_EXE': '/Users/saltzberg/swr/anaconda3/bin/python', 'REDO_PREBINDING': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-redo_prebinding', '_CONDA_PYTHON_SYSCONFIGDATA_NAME': '_sysconfigdata_x86_64_apple_darwin13_4_0', 'SEG_HACK': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-seg_hack', 'CLANG': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-clang', 'LC_TERMINAL_VERSION': '3.3.7beta4', '_CE_CONDA': '', 'TERM_PROGRAM_VERSION': '3.3.7beta4', 'LD': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-ld', 'CXXFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe -stdlib=libc++ -fvisibility-inlines-hidden -std=c++14 -fmessage-length=0', 'COLORTERM': 'truecolor', 'LOGNAME': 'saltzberg', 'USER': 'saltzberg', 'XPC_SERVICE_NAME': '0', 'HOME': '/Users/saltzberg', 'PATH': '/Users/saltzberg/swr/anaconda3/bin:/Users/saltzberg/swr/anaconda3/condabin:/usr/local/sbin:/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/Library/TeX/texbin:/usr/local/MacGPG2/bin:/opt/X11/bin:/Applications/ATSAS/bin', 'CONDA_DEFAULT_ENV': 'base', 'DISPLAY': '/private/tmp/com.apple.launchd.dUjEFv0Ugp/org.macosforge.xquartz:0', 'INSTALL_NAME_TOOL': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-install_name_tool', 'OTOOL': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-otool', 'LC_TERMINAL': 'iTerm2', 'TERM': 'xterm-256color', 'Apple_PubSub_Socket_Render': '/private/tmp/com.apple.launchd.Zp4iEB9E2j/Render', 'COLORFGBG': '7;0', 'NM': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-nm', 'VERSIONER_PYTHON_VERSION': '2.7', 'SHLVL': '1', 'VERSIONER_PYTHON_PREFER_32_BIT': 'no', 'CONDA_PREFIX': '/Users/saltzberg/swr/anaconda3', 'XPC_FLAGS': '0x0', 'ITERM_SESSION_ID': 'w0t1p0:05A05974-D6B9-4470-8A03-B43555B2CE0C', '_': '/usr/bin/python', 'LDFLAGS': '-Wl,-pie -Wl,-headerpad_max_install_names -Wl,-dead_strip_dylibs', 'STRIP': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-strip', 'CONDA_BACKUP_HOST': 'x86_64-apple-darwin13.4.0', 'TERM_PROGRAM': 'iTerm.app', 'LDFLAGS_LD': '-pie -headerpad_max_install_names -dead_strip_dylibs', 'DEBUG_CXXFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe -stdlib=libc++ -fvisibility-inlines-hidden -std=c++14 -fmessage-length=0 -Og -g -Wall -Wextra', 'LANG': 'en_US.UTF-8', 'TERM_SESSION_ID': 'w0t1p0:05A05974-D6B9-4470-8A03-B43555B2CE0C', 'CODESIGN_ALLOCATE': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-codesign_allocate', 'DEBUG_CFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe -Og -g -Wall -Wextra', 'CHECKSYMS': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-checksyms', 'CC': 'x86_64-apple-darwin13.4.0-clang', 'SSH_AUTH_SOCK': '/private/tmp/com.apple.launchd.MeWd4ESXdE/Listeners', 'NMEDIT': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-nmedit', 'LIPO': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-lipo', 'CONDA_PROMPT_MODIFIER': '(base) ', 'HOST': 'x86_64-apple-darwin13.4.0', 'SHELL': '/bin/bash', 'CLANGXX': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-clang++', '_CE_M': '', 'ITERM_PROFILE': 'Default', 'CONDA_SHLVL': '1', 'RANLIB': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-ranlib', 'STRINGS': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-strings', 'TMPDIR': '/var/folders/bh/nj3733v51bs4hbwhf0jd_lrr0000gn/T/', 'SIZE': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-size', 'PAGESTUFF': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-pagestuff', 'SEG_ADDR_TABLE': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-seg_addr_table', 'INDR': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-indr', 'CXX': 'x86_64-apple-darwin13.4.0-clang++', 'CONDA_BUILD_SYSROOT': '/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX10.13.sdk', 'OLDPWD': '/Users/saltzberg/salilab/repositories/actin_tutorial', 'AS': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-as', '__CF_USER_TEXT_ENCODING': '0x1F5:0x0:0x0', 'PWD': '/Users/saltzberg/salilab/repositories/actin_tutorial/modeling', 'AR': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-ar', 'LIBTOOL': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-libtool', 'CFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe', 'SEGEDIT': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-segedit', 'CONDA_EXE': '/Users/saltzberg/swr/anaconda3/bin/conda'}"} 
{0: '0', 1: '1.0', 2: 461.5919808055053, 3: '0', 4: '0'} 
{0: '0.0', 1: '1.0', 2: 443.55599750887524, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 443.6746955061863, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 449.2175290688309, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 444.58447463996606, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 445.21298170588307, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 440.92512728887414, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 434.67968323709704, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 434.45510983291297, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 434.9597137649228, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 431.7020232194167, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.4903873719854, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 430.1626429617414, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 429.8175304805079, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 429.19675757067057, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.15114519361475, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.40849579439146, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 427.3607609293427, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 436.94710134024143, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 432.0422221314245, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 440.92240603775673, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 436.83547307523645, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 436.73385477220273, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 429.26045550570797, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 423.24485227463344, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 430.6818578452907, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 427.1983426344282, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 431.423005342333, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 433.63441709072424, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 432.7137540445556, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 433.17050509882915, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 420.8544857064504, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 422.44297518281854, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 415.91429010238, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 416.73377465731403, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 419.773798883278, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 418.17661536832856, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 419.93220352969047, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 422.2955024644533, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 429.9315093913618, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 433.74173326014784, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 429.16172629892617, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.0054694541296, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 424.65403475778976, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 423.5795940685656, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 423.5665117988574, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.0911896555437, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 425.9247785379074, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 427.3239587157967, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.3091491229521, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 431.3144793845295, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 427.9360755912696, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 424.56781256194864, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 417.5888580945257, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 419.0060060027046, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 418.3210952589426, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 417.4065272125141, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 414.3659952538303, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 413.0883949686472, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 417.8882307411613, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 419.28003637039785, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 419.372940510065, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 416.39658821303, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 415.3630208118517, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 415.5584944523054, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 417.6379057684727, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 409.8269033174573, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 411.0141460628959, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 415.0604940130451, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 417.0691839007866, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 412.201925385109, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 411.44237247229916, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 407.93315051034807, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 406.92875932508883, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 409.8811616577522, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 411.69943212009565, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 420.3628323409615, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 415.3933363659245, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 414.9865501927643, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 416.38697235522903, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 416.3957394370464, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 414.59886904552025, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 411.589392427371, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 416.0702036069289, 3: '0.0', 4: '1.0'} 
